2232,sir_spamless,"La explicación estuvo clarísima, gracias."
1452,peru_player,Jajaja ese fail fue oro puro.
3925,chattycat,"Recién llego, ¿qué me perdí?"
5279,juancho,GG! tremendo final.
8541,maria_streamfan,¿Puedes mostrar la lista/deck al final?
4114,peru_player,¿Puedes mostrar la lista/deck al final?
3088,chattycat,¿Puedes mostrar la lista/deck al final?
9785,lorekeeper,GG! tremendo final.
5956,mana_addict,Pregunta: ¿a qué hora sueles streamear?
9518,juancho,"Saludos desde Lima, sigue así!"
7054,mana_addict,Hoy sí sale ranked 💪
7658,ggwp,Clippeado! momento épico #989.
5956,sir_spamless,Hoy sí sale ranked 💪
7311,commenter3,Este canal es calidad 10/10.
5905,commenter2,Pregunta: ¿a qué hora sueles streamear?
9379,mana_addict,Ese combo estuvo brutal 😂
3546,silent_viewer,"La explicación estuvo clarísima, gracias."
5065,kappa_kid,"Se nota el entrenamiento, crack."
7658,mana_addict,"No entendí la regla, ¿repites?"
8711,commenter2,"Saludos desde Lima, sigue así!"
1626,peru_player,"Recién llego, ¿qué me perdí?"
5564,commenter3,Clippeado! momento épico #246.
9280,commenter3,Clippeado! momento épico #3.
4441,deltafox,Hoy sí sale ranked 💪
8179,mod_julia,¿Puedes mostrar la lista/deck al final?
8007,deltafox,Ese combo estuvo brutal 😂
1722,sir_spamless,"Recién llego, ¿qué me perdí?"
2753,mod_julia,Pregunta: ¿a qué hora sueles streamear?
3647,lorekeeper,Ese combo estuvo brutal 😂
5325,mana_addict,¿Puedes mostrar la lista/deck al final?
3546,deltafox,¿Puedes mostrar la lista/deck al final?
6862,sir_spamless,"Chat, no sean tóxicos pls."
3938,deltafox,Ese combo estuvo brutal 😂
9900,silent_viewer,Jajaja ese fail fue oro puro.
3143,commenter1,Ese combo estuvo brutal 😂
5573,commenter1,GG! tremendo final.
9900,chattycat,Hoy sí sale ranked 💪
6378,deltafox,GG! tremendo final.
4269,silent_viewer,Hoy sí sale ranked 💪
3200,juancho,Qué buena música de fondo.
1590,ggwp,"Saludos desde Lima, sigue así!"
4335,ggwp,"No entendí la regla, ¿repites?"
3938,mana_addict,Este canal es calidad 10/10.
1626,commenter2,"Se nota el entrenamiento, crack."
3442,sir_spamless,Jajaja ese fail fue oro puro.
2776,kappa_kid,"Chat, no sean tóxicos pls."
5002,deltafox,"No entendí la regla, ¿repites?"
5114,maria_streamfan,Qué buena música de fondo.
5349,juancho,"Se nota el entrenamiento, crack."
5956,peru_player,GG! tremendo final.
5462,mana_addict,"Se nota el entrenamiento, crack."
7548,juancho,"Saludos desde Lima, sigue así!"
1387,mod_julia,Clippeado! momento épico #319.
7267,commenter1,"Nuevo seguidor aquí, recomendado por un amigo."
3200,mod_julia,"Saludos desde Lima, sigue así!"
3546,lorekeeper,Hoy sí sale ranked 💪
6425,mana_addict,"Chat, no sean tóxicos pls."
3647,silent_viewer,Hoy sí sale ranked 💪
6464,deltafox,"Nuevo seguidor aquí, recomendado por un amigo."
6974,peru_player,"Chat, no sean tóxicos pls."
9821,lorekeeper,Ese combo estuvo brutal 😂
2776,silent_viewer,Jajaja ese fail fue oro puro.
6663,maria_streamfan,GG! tremendo final.
5002,mana_addict,¿Puedes mostrar la lista/deck al final?
8541,juancho,Pregunta: ¿a qué hora sueles streamear?
3608,juancho,Qué buena música de fondo.
7267,kappa_kid,"Se nota el entrenamiento, crack."
9938,peru_player,"La explicación estuvo clarísima, gracias."
6974,mod_julia,"No entendí la regla, ¿repites?"
3442,juancho,Este canal es calidad 10/10.
5564,lorekeeper,Hoy sí sale ranked 💪
8179,lorekeeper,"Chat, no sean tóxicos pls."
8541,ggwp,"Saludos desde Lima, sigue así!"
1727,deltafox,"Saludos desde Lima, sigue así!"
2146,deltafox,"Buen stream, me encantó la jugada #740."
4450,silent_viewer,Pregunta: ¿a qué hora sueles streamear?
3900,sir_spamless,Jajaja ese fail fue oro puro.
9346,kappa_kid,Ese combo estuvo brutal 😂
1590,kappa_kid,Jajaja ese fail fue oro puro.
6425,juancho,"Nuevo seguidor aquí, recomendado por un amigo."
4652,commenter3,"La explicación estuvo clarísima, gracias."
6753,mana_addict,"La explicación estuvo clarísima, gracias."
3200,silent_viewer,"Saludos desde Lima, sigue así!"
4164,noobmaster,"Se nota el entrenamiento, crack."
9346,mana_addict,"Buen stream, me encantó la jugada #48."
9938,commenter2,¿Puedes mostrar la lista/deck al final?
1685,silent_viewer,Pregunta: ¿a qué hora sueles streamear?
5371,silent_viewer,Clippeado! momento épico #175.
9280,commenter3,Este canal es calidad 10/10.
6753,mod_julia,Hoy sí sale ranked 💪
4269,lorekeeper,"La explicación estuvo clarísima, gracias."
4164,sir_spamless,"Se nota el entrenamiento, crack."
2137,commenter1,"Se nota el entrenamiento, crack."
8007,chattycat,Ese combo estuvo brutal 😂
3426,mana_addict,"No entendí la regla, ¿repites?"
3143,deltafox,¿Puedes mostrar la lista/deck al final?
6974,juancho,"Saludos desde Lima, sigue así!"
6050,crispy_taco,¿Puedes mostrar la lista/deck al final?
1158,commenter1,Este canal es calidad 10/10.
7054,commenter2,Hoy sí sale ranked 💪
8066,mana_addict,"La explicación estuvo clarísima, gracias."
8149,crispy_taco,"La explicación estuvo clarísima, gracias."
5114,sir_spamless,Pregunta: ¿a qué hora sueles streamear?
5333,commenter2,¿Puedes mostrar la lista/deck al final?
7658,commenter2,Qué buena música de fondo.
5462,commenter3,¿Puedes mostrar la lista/deck al final?
3925,silent_viewer,Clippeado! momento épico #206.
5462,crispy_taco,"Chat, no sean tóxicos pls."
2146,sir_spamless,Clippeado! momento épico #264.
2146,juancho,¿Puedes mostrar la lista/deck al final?
9518,ggwp,"Saludos desde Lima, sigue así!"
5905,lorekeeper,"La explicación estuvo clarísima, gracias."
5573,kappa_kid,"Nuevo seguidor aquí, recomendado por un amigo."
3200,kappa_kid,"Buen stream, me encantó la jugada #271."
3608,noobmaster,"Se nota el entrenamiento, crack."
5573,sir_spamless,Este canal es calidad 10/10.
4164,crispy_taco,"Saludos desde Lima, sigue así!"
1722,juancho,"Buen stream, me encantó la jugada #635."
4228,ggwp,"La explicación estuvo clarísima, gracias."
1128,deltafox,¿Puedes mostrar la lista/deck al final?
4441,noobmaster,Pregunta: ¿a qué hora sueles streamear?
8179,mana_addict,Hoy sí sale ranked 💪
5333,mod_julia,"Nuevo seguidor aquí, recomendado por un amigo."
6974,deltafox,Qué buena música de fondo.
3925,silent_viewer,Pregunta: ¿a qué hora sueles streamear?
5088,noobmaster,Hoy sí sale ranked 💪
4441,sir_spamless,¿Cuál es tu build para esta partida?
1685,peru_player,"Se nota el entrenamiento, crack."
1058,crispy_taco,"Saludos desde Lima, sigue así!"
1685,crispy_taco,¿Cuál es tu build para esta partida?
8239,peru_player,"Saludos desde Lima, sigue así!"
1727,deltafox,Ese combo estuvo brutal 😂
7939,commenter1,¿Cuál es tu build para esta partida?
1590,mod_julia,Pregunta: ¿a qué hora sueles streamear?
8711,peru_player,Ese combo estuvo brutal 😂
1626,peru_player,"Recién llego, ¿qué me perdí?"
9518,mod_julia,Jajaja ese fail fue oro puro.
4450,commenter1,GG! tremendo final.
4450,lorekeeper,"Nuevo seguidor aquí, recomendado por un amigo."
8149,chattycat,"Saludos desde Lima, sigue así!"
1027,commenter1,Pregunta: ¿a qué hora sueles streamear?
8041,mod_julia,Jajaja ese fail fue oro puro.
9280,sir_spamless,¿Cuál es tu build para esta partida?
5279,silent_viewer,"Chat, no sean tóxicos pls."
3925,commenter3,Hoy sí sale ranked 💪
8119,crispy_taco,"Chat, no sean tóxicos pls."
2891,deltafox,"Chat, no sean tóxicos pls."
4728,commenter2,"Chat, no sean tóxicos pls."
4878,commenter1,¿Cuál es tu build para esta partida?
1727,kappa_kid,"No entendí la regla, ¿repites?"
2891,juancho,"Se nota el entrenamiento, crack."
8066,commenter3,Jajaja ese fail fue oro puro.
4450,commenter3,Pregunta: ¿a qué hora sueles streamear?
4652,ggwp,Este canal es calidad 10/10.
5371,mana_addict,"Se nota el entrenamiento, crack."
6000,silent_viewer,"Saludos desde Lima, sigue así!"
7548,noobmaster,"Nuevo seguidor aquí, recomendado por un amigo."
1027,peru_player,"No entendí la regla, ¿repites?"
4228,mod_julia,"No entendí la regla, ¿repites?"
7311,deltafox,Este canal es calidad 10/10.
2889,noobmaster,Jajaja ese fail fue oro puro.
3442,sir_spamless,Qué buena música de fondo.
6617,juancho,Ese combo estuvo brutal 😂
4114,commenter3,Ese combo estuvo brutal 😂
5333,crispy_taco,Pregunta: ¿a qué hora sueles streamear?
9666,ggwp,"Saludos desde Lima, sigue así!"
8041,silent_viewer,¿Cuál es tu build para esta partida?
8007,mana_addict,Qué buena música de fondo.
4644,maria_streamfan,"Recién llego, ¿qué me perdí?"
5564,juancho,"La explicación estuvo clarísima, gracias."
2891,crispy_taco,"Nuevo seguidor aquí, recomendado por un amigo."
2753,sir_spamless,"La explicación estuvo clarísima, gracias."
2684,commenter1,GG! tremendo final.
9004,sir_spamless,¿Puedes mostrar la lista/deck al final?
7049,crispy_taco,"Buen stream, me encantó la jugada #186."
9518,lorekeeper,Este canal es calidad 10/10.
4450,commenter1,Ese combo estuvo brutal 😂
5371,peru_player,Este canal es calidad 10/10.
4878,ggwp,Clippeado! momento épico #379.
2232,ggwp,Ese combo estuvo brutal 😂
5956,lorekeeper,Clippeado! momento épico #773.
4652,commenter2,Ese combo estuvo brutal 😂
7658,silent_viewer,Hoy sí sale ranked 💪
7658,silent_viewer,GG! tremendo final.
5349,maria_streamfan,"Saludos desde Lima, sigue así!"
6794,noobmaster,¿Puedes mostrar la lista/deck al final?
5573,juancho,"Chat, no sean tóxicos pls."
2232,commenter2,"La explicación estuvo clarísima, gracias."
6728,commenter2,"Buen stream, me encantó la jugada #210."
2832,peru_player,Pregunta: ¿a qué hora sueles streamear?
3143,mana_addict,Jajaja ese fail fue oro puro.
5002,juancho,"No entendí la regla, ¿repites?"
5462,kappa_kid,"Nuevo seguidor aquí, recomendado por un amigo."
1722,maria_streamfan,"Nuevo seguidor aquí, recomendado por un amigo."
2137,crispy_taco,Ese combo estuvo brutal 😂
1027,commenter2,"No entendí la regla, ¿repites?"
4878,commenter3,Jajaja ese fail fue oro puro.
2684,kappa_kid,"No entendí la regla, ¿repites?"
2753,kappa_kid,"Buen stream, me encantó la jugada #990."
9938,chattycat,"Se nota el entrenamiento, crack."
9346,crispy_taco,Ese combo estuvo brutal 😂
1727,noobmaster,"La explicación estuvo clarísima, gracias."
8541,kappa_kid,"Chat, no sean tóxicos pls."
1653,mana_addict,Jajaja ese fail fue oro puro.
1590,chattycat,Ese combo estuvo brutal 😂
4164,noobmaster,"Chat, no sean tóxicos pls."
5114,crispy_taco,Qué buena música de fondo.
2894,lorekeeper,"La explicación estuvo clarísima, gracias."
4450,sir_spamless,"Recién llego, ¿qué me perdí?"
6000,lorekeeper,Ese combo estuvo brutal 😂
2776,juancho,"Se nota el entrenamiento, crack."
8711,deltafox,Jajaja ese fail fue oro puro.
1387,ggwp,Pregunta: ¿a qué hora sueles streamear?
1128,juancho,"Se nota el entrenamiento, crack."
2832,sir_spamless,¿Cuál es tu build para esta partida?
6442,commenter3,¿Puedes mostrar la lista/deck al final?
3532,commenter2,¿Cuál es tu build para esta partida?
4114,mana_addict,Ese combo estuvo brutal 😂
1027,commenter3,"Chat, no sean tóxicos pls."
3662,commenter2,"Se nota el entrenamiento, crack."
9379,peru_player,Jajaja ese fail fue oro puro.
3900,maria_streamfan,Pregunta: ¿a qué hora sueles streamear?
9666,deltafox,"Saludos desde Lima, sigue así!"
8066,ggwp,Ese combo estuvo brutal 😂
7528,chattycat,¿Cuál es tu build para esta partida?
9785,deltafox,"Se nota el entrenamiento, crack."
5065,chattycat,Qué buena música de fondo.
6409,mana_addict,Este canal es calidad 10/10.
8119,ggwp,¿Cuál es tu build para esta partida?
1387,ggwp,Ese combo estuvo brutal 😂
5333,kappa_kid,¿Puedes mostrar la lista/deck al final?
1452,lorekeeper,Jajaja ese fail fue oro puro.
4269,lorekeeper,Qué buena música de fondo.
6378,kappa_kid,Pregunta: ¿a qué hora sueles streamear?
9785,commenter3,¿Puedes mostrar la lista/deck al final?
6050,ggwp,Pregunta: ¿a qué hora sueles streamear?
7548,maria_streamfan,Ese combo estuvo brutal 😂
2137,silent_viewer,"Chat, no sean tóxicos pls."
5669,crispy_taco,¿Puedes mostrar la lista/deck al final?
7939,ggwp,Hoy sí sale ranked 💪
5533,lorekeeper,Pregunta: ¿a qué hora sueles streamear?
1158,noobmaster,"Chat, no sean tóxicos pls."
2771,maria_streamfan,¿Cuál es tu build para esta partida?
7049,lorekeeper,Este canal es calidad 10/10.
4335,chattycat,Clippeado! momento épico #739.
7658,commenter2,"No entendí la regla, ¿repites?"
5573,mod_julia,"Se nota el entrenamiento, crack."
8007,deltafox,"La explicación estuvo clarísima, gracias."
1058,mana_addict,Hoy sí sale ranked 💪
4114,peru_player,Qué buena música de fondo.
4644,deltafox,"Se nota el entrenamiento, crack."
8007,kappa_kid,"Chat, no sean tóxicos pls."
5088,chattycat,"Recién llego, ¿qué me perdí?"
6000,lorekeeper,GG! tremendo final.
7528,juancho,Qué buena música de fondo.
3041,noobmaster,"Chat, no sean tóxicos pls."
3546,mana_addict,Ese combo estuvo brutal 😂
4335,sir_spamless,"Se nota el entrenamiento, crack."
7745,lorekeeper,"No entendí la regla, ¿repites?"
2146,mod_julia,"Se nota el entrenamiento, crack."
3426,commenter1,"No entendí la regla, ¿repites?"
1653,maria_streamfan,Qué buena música de fondo.
6974,commenter3,Qué buena música de fondo.
3584,ggwp,"Saludos desde Lima, sigue así!"
6425,ggwp,Pregunta: ¿a qué hora sueles streamear?
8179,mana_addict,Hoy sí sale ranked 💪
4114,lorekeeper,Hoy sí sale ranked 💪
4728,commenter1,Ese combo estuvo brutal 😂
3143,peru_player,Pregunta: ¿a qué hora sueles streamear?
2889,maria_streamfan,"No entendí la regla, ¿repites?"
8119,mana_addict,"La explicación estuvo clarísima, gracias."
3546,commenter2,"La explicación estuvo clarísima, gracias."
4164,deltafox,Ese combo estuvo brutal 😂
5173,juancho,"Nuevo seguidor aquí, recomendado por un amigo."
1387,maria_streamfan,"La explicación estuvo clarísima, gracias."
4450,mana_addict,"No entendí la regla, ¿repites?"
4728,crispy_taco,"La explicación estuvo clarísima, gracias."
5088,chattycat,Ese combo estuvo brutal 😂
3088,commenter3,"Chat, no sean tóxicos pls."
6442,maria_streamfan,"Nuevo seguidor aquí, recomendado por un amigo."
6974,juancho,¿Cuál es tu build para esta partida?
6974,crispy_taco,GG! tremendo final.
5669,crispy_taco,Ese combo estuvo brutal 😂
1058,noobmaster,Jajaja ese fail fue oro puro.
9900,crispy_taco,"Nuevo seguidor aquí, recomendado por un amigo."
2894,chattycat,"Se nota el entrenamiento, crack."
7755,chattycat,Pregunta: ¿a qué hora sueles streamear?
6425,deltafox,¿Cuál es tu build para esta partida?
1832,commenter2,"Recién llego, ¿qué me perdí?"
9900,ggwp,¿Puedes mostrar la lista/deck al final?
1653,juancho,GG! tremendo final.
5349,peru_player,¿Puedes mostrar la lista/deck al final?
1027,commenter2,Jajaja ese fail fue oro puro.
3546,crispy_taco,"No entendí la regla, ¿repites?"
6862,deltafox,Este canal es calidad 10/10.
9004,juancho,Hoy sí sale ranked 💪
6143,maria_streamfan,GG! tremendo final.
2697,silent_viewer,Ese combo estuvo brutal 😂
6000,chattycat,"Nuevo seguidor aquí, recomendado por un amigo."
9938,noobmaster,Ese combo estuvo brutal 😂
5564,mana_addict,¿Puedes mostrar la lista/deck al final?
6000,silent_viewer,Clippeado! momento épico #707.
7658,crispy_taco,"Se nota el entrenamiento, crack."
2889,crispy_taco,"No entendí la regla, ¿repites?"
4164,commenter2,Ese combo estuvo brutal 😂
4164,kappa_kid,Qué buena música de fondo.
8149,chattycat,"Buen stream, me encantó la jugada #147."
1727,deltafox,¿Cuál es tu build para esta partida?
1128,mod_julia,Qué buena música de fondo.
6974,commenter2,Pregunta: ¿a qué hora sueles streamear?
3532,crispy_taco,Qué buena música de fondo.
1626,commenter3,Pregunta: ¿a qué hora sueles streamear?
3088,kappa_kid,Jajaja ese fail fue oro puro.
8239,mod_julia,"Saludos desde Lima, sigue así!"
5279,chattycat,Hoy sí sale ranked 💪
6974,noobmaster,GG! tremendo final.
5291,deltafox,"Recién llego, ¿qué me perdí?"
8007,juancho,"Recién llego, ¿qué me perdí?"
5616,commenter3,"Se nota el entrenamiento, crack."
8066,deltafox,Ese combo estuvo brutal 😂
6753,ggwp,Qué buena música de fondo.
1128,mana_addict,¿Puedes mostrar la lista/deck al final?
4335,chattycat,Qué buena música de fondo.
5533,noobmaster,"Recién llego, ¿qué me perdí?"
5616,mod_julia,Hoy sí sale ranked 💪
3088,crispy_taco,"Se nota el entrenamiento, crack."
7267,lorekeeper,Ese combo estuvo brutal 😂
2232,kappa_kid,Hoy sí sale ranked 💪
4441,silent_viewer,Ese combo estuvo brutal 😂
3442,commenter3,"Se nota el entrenamiento, crack."
6753,maria_streamfan,Qué buena música de fondo.
9821,chattycat,Pregunta: ¿a qué hora sueles streamear?
6442,commenter2,"Saludos desde Lima, sigue así!"
6617,mana_addict,Clippeado! momento épico #166.
9938,mod_julia,Qué buena música de fondo.
5065,mana_addict,Ese combo estuvo brutal 😂
1832,sir_spamless,Pregunta: ¿a qué hora sueles streamear?
2832,commenter3,"Chat, no sean tóxicos pls."
5325,lorekeeper,Clippeado! momento épico #675.
4652,ggwp,¿Cuál es tu build para esta partida?
1027,commenter1,Ese combo estuvo brutal 😂
7528,sir_spamless,"Recién llego, ¿qué me perdí?"
4644,silent_viewer,"Buen stream, me encantó la jugada #510."
4228,mana_addict,¿Puedes mostrar la lista/deck al final?
6464,kappa_kid,¿Puedes mostrar la lista/deck al final?
5905,commenter2,Clippeado! momento épico #451.
5088,juancho,"Se nota el entrenamiento, crack."
7049,lorekeeper,Jajaja ese fail fue oro puro.
6425,ggwp,Qué buena música de fondo.
6862,lorekeeper,Qué buena música de fondo.
1634,noobmaster,Jajaja ese fail fue oro puro.
3662,noobmaster,GG! tremendo final.
6464,lorekeeper,"Saludos desde Lima, sigue así!"
1158,kappa_kid,"No entendí la regla, ¿repites?"
1027,chattycat,Jajaja ese fail fue oro puro.
4644,ggwp,"Recién llego, ¿qué me perdí?"
4335,juancho,"Chat, no sean tóxicos pls."
3938,mana_addict,Hoy sí sale ranked 💪
3200,kappa_kid,"Chat, no sean tóxicos pls."
1058,peru_player,Qué buena música de fondo.
5956,mana_addict,Hoy sí sale ranked 💪
9821,juancho,¿Puedes mostrar la lista/deck al final?
7054,noobmaster,"No entendí la regla, ¿repites?"
9821,sir_spamless,Qué buena música de fondo.
6862,crispy_taco,¿Cuál es tu build para esta partida?
5956,peru_player,Qué buena música de fondo.
8007,commenter3,Este canal es calidad 10/10.
3532,sir_spamless,"Saludos desde Lima, sigue así!"
5333,kappa_kid,Qué buena música de fondo.
7049,crispy_taco,Pregunta: ¿a qué hora sueles streamear?
6000,maria_streamfan,Este canal es calidad 10/10.
9900,commenter2,¿Cuál es tu build para esta partida?
6425,ggwp,Hoy sí sale ranked 💪
4878,lorekeeper,"Chat, no sean tóxicos pls."
9938,ggwp,Clippeado! momento épico #403.
4728,mana_addict,Jajaja ese fail fue oro puro.
4114,maria_streamfan,"Nuevo seguidor aquí, recomendado por un amigo."
9785,mana_addict,Hoy sí sale ranked 💪
5669,crispy_taco,Jajaja ese fail fue oro puro.
2753,silent_viewer,¿Puedes mostrar la lista/deck al final?
8066,commenter1,Hoy sí sale ranked 💪
6378,mod_julia,¿Cuál es tu build para esta partida?
7755,chattycat,"Chat, no sean tóxicos pls."
1452,kappa_kid,Pregunta: ¿a qué hora sueles streamear?
6753,mod_julia,¿Cuál es tu build para esta partida?
7548,noobmaster,"Recién llego, ¿qué me perdí?"
7658,ggwp,"No entendí la regla, ¿repites?"
4441,peru_player,"No entendí la regla, ¿repites?"
8119,juancho,¿Cuál es tu build para esta partida?
5616,maria_streamfan,"Recién llego, ¿qué me perdí?"
9938,juancho,"Chat, no sean tóxicos pls."
3442,chattycat,"Se nota el entrenamiento, crack."
3608,ggwp,"Nuevo seguidor aquí, recomendado por un amigo."
5573,sir_spamless,Hoy sí sale ranked 💪
6464,sir_spamless,"Nuevo seguidor aquí, recomendado por un amigo."
5533,mana_addict,¿Puedes mostrar la lista/deck al final?
2512,juancho,Jajaja ese fail fue oro puro.
3426,sir_spamless,¿Puedes mostrar la lista/deck al final?
4644,kappa_kid,Este canal es calidad 10/10.
3426,lorekeeper,¿Puedes mostrar la lista/deck al final?
8007,commenter3,Qué buena música de fondo.
7658,sir_spamless,Hoy sí sale ranked 💪
1832,sir_spamless,"Nuevo seguidor aquí, recomendado por un amigo."
3647,lorekeeper,"Saludos desde Lima, sigue así!"
5279,mod_julia,"La explicación estuvo clarísima, gracias."
2137,maria_streamfan,"La explicación estuvo clarísima, gracias."
1722,commenter2,"Saludos desde Lima, sigue así!"
1590,juancho,"Saludos desde Lima, sigue así!"
2776,lorekeeper,"Buen stream, me encantó la jugada #988."
7267,chattycat,"No entendí la regla, ¿repites?"
3041,juancho,Hoy sí sale ranked 💪
1832,mana_addict,Jajaja ese fail fue oro puro.
7528,commenter2,Ese combo estuvo brutal 😂
4644,mod_julia,"Nuevo seguidor aquí, recomendado por un amigo."
1452,commenter2,Clippeado! momento épico #428.
9821,chattycat,¿Cuál es tu build para esta partida?
1653,juancho,Clippeado! momento épico #960.
3925,mana_addict,¿Cuál es tu build para esta partida?
2832,noobmaster,Jajaja ese fail fue oro puro.
4878,maria_streamfan,Hoy sí sale ranked 💪
5616,maria_streamfan,"Se nota el entrenamiento, crack."
5114,noobmaster,Jajaja ese fail fue oro puro.
2889,deltafox,GG! tremendo final.
9004,commenter1,Jajaja ese fail fue oro puro.
1158,peru_player,Clippeado! momento épico #626.
8144,kappa_kid,"No entendí la regla, ¿repites?"
9938,commenter3,Este canal es calidad 10/10.
5333,chattycat,Pregunta: ¿a qué hora sueles streamear?
9938,mod_julia,"Buen stream, me encantó la jugada #268."
6974,mod_julia,"Se nota el entrenamiento, crack."
3647,ggwp,¿Puedes mostrar la lista/deck al final?
1452,commenter1,GG! tremendo final.
3088,mod_julia,¿Cuál es tu build para esta partida?
3546,deltafox,¿Puedes mostrar la lista/deck al final?
6862,maria_streamfan,¿Puedes mostrar la lista/deck al final?
3546,mana_addict,Qué buena música de fondo.
5533,mod_julia,Pregunta: ¿a qué hora sueles streamear?
6617,deltafox,Qué buena música de fondo.
7548,juancho,"Nuevo seguidor aquí, recomendado por un amigo."
2137,peru_player,"La explicación estuvo clarísima, gracias."
5349,commenter3,"Chat, no sean tóxicos pls."
5371,crispy_taco,Ese combo estuvo brutal 😂
8711,noobmaster,¿Cuál es tu build para esta partida?
7267,maria_streamfan,"Recién llego, ¿qué me perdí?"
3608,lorekeeper,Clippeado! momento épico #336.
8144,maria_streamfan,"Se nota el entrenamiento, crack."
6753,peru_player,Hoy sí sale ranked 💪
8066,maria_streamfan,"Se nota el entrenamiento, crack."
9666,deltafox,Pregunta: ¿a qué hora sueles streamear?
5088,deltafox,¿Cuál es tu build para esta partida?
3662,mana_addict,"Buen stream, me encantó la jugada #406."
3143,commenter1,"Recién llego, ¿qué me perdí?"
5905,commenter2,"No entendí la regla, ¿repites?"
7548,commenter3,"Nuevo seguidor aquí, recomendado por un amigo."
3041,commenter3,Hoy sí sale ranked 💪
8007,silent_viewer,Clippeado! momento épico #788.
5616,silent_viewer,Qué buena música de fondo.
6050,deltafox,Este canal es calidad 10/10.
2697,lorekeeper,Qué buena música de fondo.
9280,kappa_kid,"Chat, no sean tóxicos pls."
2889,mod_julia,"Buen stream, me encantó la jugada #775."
5669,mana_addict,"Se nota el entrenamiento, crack."
1452,silent_viewer,"Nuevo seguidor aquí, recomendado por un amigo."
7311,mod_julia,"La explicación estuvo clarísima, gracias."
3426,lorekeeper,GG! tremendo final.
3041,noobmaster,¿Cuál es tu build para esta partida?
5564,silent_viewer,"Buen stream, me encantó la jugada #247."
2512,commenter3,"Saludos desde Lima, sigue así!"
8179,deltafox,¿Cuál es tu build para esta partida?
5279,commenter2,Este canal es calidad 10/10.
1722,peru_player,¿Cuál es tu build para esta partida?
6442,mana_addict,"La explicación estuvo clarísima, gracias."
6409,ggwp,Jajaja ese fail fue oro puro.
2832,lorekeeper,"Chat, no sean tóxicos pls."
4441,mana_addict,GG! tremendo final.
1634,chattycat,"No entendí la regla, ¿repites?"
3938,commenter2,Qué buena música de fondo.
7528,kappa_kid,"Chat, no sean tóxicos pls."
7548,silent_viewer,"No entendí la regla, ¿repites?"
2832,kappa_kid,Clippeado! momento épico #773.
3608,juancho,"La explicación estuvo clarísima, gracias."
5533,mana_addict,Pregunta: ¿a qué hora sueles streamear?
3662,commenter2,"Nuevo seguidor aquí, recomendado por un amigo."
5088,maria_streamfan,Pregunta: ¿a qué hora sueles streamear?
6464,sir_spamless,"Recién llego, ¿qué me perdí?"
7528,commenter3,"Se nota el entrenamiento, crack."
1685,commenter3,"Nuevo seguidor aquí, recomendado por un amigo."
4114,peru_player,¿Cuál es tu build para esta partida?
6050,commenter2,Ese combo estuvo brutal 😂
8149,peru_player,Hoy sí sale ranked 💪
9518,ggwp,¿Puedes mostrar la lista/deck al final?
2146,commenter1,"Recién llego, ¿qué me perdí?"
5114,noobmaster,Hoy sí sale ranked 💪
6464,peru_player,Este canal es calidad 10/10.
1058,ggwp,¿Puedes mostrar la lista/deck al final?
3662,crispy_taco,¿Puedes mostrar la lista/deck al final?
3088,maria_streamfan,Hoy sí sale ranked 💪
5333,juancho,Jajaja ese fail fue oro puro.
2512,crispy_taco,Jajaja ese fail fue oro puro.
9900,mod_julia,Pregunta: ¿a qué hora sueles streamear?
5291,silent_viewer,¿Puedes mostrar la lista/deck al final?
1832,ggwp,"La explicación estuvo clarísima, gracias."
8711,mod_julia,Hoy sí sale ranked 💪
6378,ggwp,GG! tremendo final.
7311,juancho,Hoy sí sale ranked 💪
5325,crispy_taco,Clippeado! momento épico #144.
1452,juancho,Clippeado! momento épico #939.
4228,commenter2,"Chat, no sean tóxicos pls."
5173,commenter3,¿Cuál es tu build para esta partida?
5002,silent_viewer,Pregunta: ¿a qué hora sueles streamear?
1387,mod_julia,Ese combo estuvo brutal 😂
6617,commenter1,"Recién llego, ¿qué me perdí?"
4878,crispy_taco,¿Cuál es tu build para esta partida?
4164,juancho,Hoy sí sale ranked 💪
5002,silent_viewer,"Buen stream, me encantó la jugada #18."
5371,sir_spamless,"Nuevo seguidor aquí, recomendado por un amigo."
5669,maria_streamfan,"No entendí la regla, ¿repites?"
2146,chattycat,"Saludos desde Lima, sigue así!"
5333,maria_streamfan,Pregunta: ¿a qué hora sueles streamear?
5114,maria_streamfan,GG! tremendo final.
